DisplayName,tagname,Score
"Eli Bendersky","arrays","111"
"Dan D.","arrays","111"
"ghostdog74","arguments","111"
"kennytm","preprocessor-directive","111"
"Mark Byers","primary-key","111"
"Jerub","shell","111"
"zero323","shiny","111"
"Louis","ios","111"
"Cat Plus Plus","iostream","111"
"Daren Thomas","java","111"
"DSM","itertools","111"
"Alex","twitter-bootstrap-3","111"
"Steve Jessop","boolean","111"
"Bill Lynch","boost","111"
"John Millikin","list-comprehension","111"
"Lasse Vågsæther Karlsen","anonymous-types","111"
"ali_m","normalization","111"
"Raymond Hettinger","nonetype","111"
"kindall","object","111"
"Eric Leschinski","sql-server","111"
"John Millikin","newline","111"
"Salvador Dali","nltk","111"
"Daniel","spyder","111"
"user2357112","oop","111"
"Russell Borogove","optional-arguments","111"
"mipadi","django-forms","111"
"mouad","django-models","111"
"Tom Christie","django-models","111"
"Jon Skeet","xml-documentation","111"
"Robert","xml","111"
"Chinmay Kanchi","zipfile","111"
"David Heffernan","yaml","111"
"Kevin","sorting","111"
"Steven","solid-principles","111"
"DSM","plot","111"
"Jonny Buchanan","pip","111"
"Srikar Appalaraju","pip","111"
"Ayman Hourieh","post","111"
"S.Lott","postal-code","111"
"Srikar Appalaraju","pypi","111"
"robert","pyperclip","111"
"DTing","paste","111"
"bmu","label","111"
"icktoofay","linux","111"
"Chris Eberle","linux","111"
"Mark","lisp","111"
"Peter Wood","list","111"
"Justin Peel","list","111"
"unwind","linked-list","111"
"Sjoerd","linq","111"
"Carlos Cordoba","themes","111"
"MSeifert","generator","111"
"Douglas Leeder","gcc","111"
"AKX","amazon-s3","111"
"Patrick","view","111"
"Aaron Digulla","virtualenv","111"
"Björn Pollex","virtual","111"
"Chris","firefox","111"
"Amber","excel","111"
"Michael0x2a","exe","111"
"miku","fabric","111"
"Matthew Flaschen","factory-method","111"
"martineau","file","111"
"icktoofay","file","111"
"Josh Lee","file-io","111"
"sth","unicode","111"
"mdeous","unix","111"
"Ferdinand Beyer","utf-16","111"
"Andrew","user-interface","111"
"Johnsyweb","vector","111"
"Peter","vb.net","111"
"Jon Skeet","google-app-engine","111"
"Flimm","width","111"
"Andrew","webstorm","111"
"Mark","emacs","111"
"Ferdinand Beyer","endianness","111"
"Charlie Martin","documentation","111"
"Keith","web-publishing","111"
"Paul","gradle","111"
"bmu","graphing","111"
"thefourtheye","grouping","111"
"Alex","build-automation","111"
"paxdiablo","buffer-overflow","111"
"Dietrich Epp","c++14","111"
"Fred Foo","c++11","111"
"Nick","xamarin","111"
"Alex","hash","111"
"ptomato","gtkmm","111"
"Flimm","height","111"
"Piotr Dobrogost","http","111"
"Mikhail Korobov","html","111"
"marcog","html","111"
"Kevin","git","111"
"Daniel","json.net","111"
"Rohit Jain","jsp","111"
"Rafe Kettler","ruby","111"
"Antti Haapala","scope","111"
"Ali Afshar","scheduler","111"
"tom10","scaling","111"
"Maxim","scala","111"
"John Zwinck","r","111"
"Amber","random","111"
"Vinko Vrsalovic","mime-types","111"
"Laurence Gonsalves","string","111"
"Joel Cornett","string","111"
"S.Lott","street-address","111"
"Daniel Roseman","csv","111"
"Hooked","matrix","111"
"Eric O Lebigot","matrix","111"
"David Alber","matrix","111"
"Sven Marnach","matlab","111"
"Mark Rushakoff","symbols","111"
"Vinko Vrsalovic","svn","111"
"Martijn Pieters","swap","111"
"Paolo Bergantino","timestamp","111"
"Alex","time","111"
"Tamás","macos","111"
"elyase","machine-learning","111"
"piRSquared","machine-learning","111"
"Rik Poggi","ini","111"
"Thomas Wouters","inspect","111"
"Robert","https","111"
"rob","http-status-code-404","111"
"rob","iis-7","111"
"Jon Skeet","import","111"
"Rohit Jain","implicit","111"
"Martijn Pieters","monkeypatching","111"
"doug","statistics","111"
"Ashwini Chaudhary","binary","111"
"Patrick","rest","111"
"jezrael","resampling","111"
"David Heffernan","realloc","111"
"Thomas Wouters","reflection","111"
"Moe","regex","111"
"Aric","python-2.7","111"
"zmo","python-2.7","111"
"Chris","qlineedit","111"
"Chris B.","python-nonlocal","111"
"James","properties","111"
"sth","set-union","111"
"Paul","set","111"
"Andrew Hare","debugging","111"
"Matthew Flaschen","debugging","111"
"Niklas B.","dictionary","111"
"Sven Marnach","count","111"
"Andrew Hare","copy-on-write","111"
"Jonathan Leffler","character-encoding","111"
"robert","clipboard","111"
"abarnert","coding-style","110"
"Jon Skeet","wait","110"
"Paulo Bu","command-line","110"
"Paulo Bu","command-line-arguments","110"
"chepner","error-handling","110"
"Ignacio Vazquez-Abrams","functional-programming","110"
"Lennart Regebro","function","110"
"bruno desthuilliers","function","110"
"cwallenpoole","function","110"
"Paulo Bu","directory-structure","110"
"Fred Foo","programming-languages","110"
"Ben","message","110"
"Charlie Martin","memory-management","110"
"Steve Jessop","integer","110"
"unutbu","integer","110"
"Scott Boston","multi-index","110"
"Jim Fasarakis Hilliard","mypy","110"
"Dietrich Epp","compiler-errors","110"
"David Heffernan","compiler-errors","110"
"kennytm","complexity-theory","110"
"Yuji 'Tomita' Tomita","python-imaging-library","110"
"Martijn Pieters","python-3.7","110"
"mrry","python-3.x","110"
"Michael Mrozek","assembly","110"
"Antti Haapala","assembly","110"
"Cristian","android-widget","110"
"Jan-Philip Gehrcke","dataframe","110"
"Ayman Hourieh","database","110"
"Andy","nuget","110"
"Rob","nsurlsessiondownloadtask","110"
"NPE","nullpointerexception","110"
"JAB","numpy","110"
"Lasse Vågsæther Karlsen","default-value","110"
"Javier","design-patterns","110"
"Chinmay Kanchi","3d","110"
"Alex","cross-browser","110"
"RichieHindle","datetime","110"
"Martin Konecny","php","110"
"Eevee","perl","110"
"arshajii","performance","110"
"Andrew Clark","arrays","110"
"Martin Thoma","artificial-intelligence","110"
"paxdiablo","ascii","110"
"Peter Gibson","ascii","110"
"Tim Pietzcker","powershell-v2.0","110"
"rayryeng","interpolation","110"
"John La Rooy","iteration","110"
"Mike McKerns","iterator","110"
"karthikr","iterator","110"
"davidism","javascript","110"
"Felix Kling","trim","110"
"paxdiablo","boost","110"
"kennytm","template-meta-programming","110"
"abarnert","terminal","110"
"kennytm","terminology","110"
"Jim Fasarakis Hilliard","annotations","110"
"Josh Lee","angularjs","110"
"Stefan","angularjs","110"
"Matthew Flaschen","substring","110"
"Rob","nsblockoperation","110"
"Alex","nsfetchedresultscontroller","110"
"jfs","object","110"
"Nadia Alramli","object","110"
"Brian R. Bondy","sql-server-2005","110"
"cmsjr","sql-server-2005","110"
"dbr","ssh","110"
"Alex","mysql-workbench","110"
"David Heffernan","naming-conventions","110"
"Ffisegydd","nltk","110"
"georg","split","110"
"cs95","split","110"
"paxdiablo","special-characters","110"
"Martijn Pieters","operator-overloading","110"
"NPE","operators","110"
"Colonel Panic","package","110"
"Peter DeGlopper","django-forms","110"
"Kevin Brown","xml","110"
"Kevin","xcode5.0.1","110"
"Robert","xcode5","110"
"Daniel","xcode5","110"
"kennytm","xcode4","110"
"Ned Batchelder","addition","110"
"Mike McKerns","yield","110"
"Ignacio Vazquez-Abrams","zsh","110"
"Jonathan","jax-rs","110"
"Patrick","dynamic","110"
"Chris ","download","110"
"Fred Foo","sockets","110"
"Jean-François Fabre","sorting","110"
"DSM","sorting","110"
"sykora","sorting","110"
"Chinmay Kanchi","plot","110"
"Jianxun Li","plot","110"
"Alex","post","110"
"jsbueno","pygame","110"
"Robert","laravel-5","110"
"Kiv","list","110"
"DTing","list","110"
"ecatmur","linux","110"
"kindall","for-loop","110"
"Rutger Kassies","gdal","110"
"Mike McKerns","generator","110"
"jsbueno","algorithm","110"
"Andrew","algorithm","110"
"Patrick","views","110"
"Jonny Buchanan","virtualenv","110"
"hasen","version-control","110"
"Daniel","excel-2007","110"
"Greg Hewgill","exception","110"
"Brian R. Bondy","exception","110"
"Alex Martelli","escaping","110"
"paxdiablo","exit","110"
"Aaron Digulla","file-io","110"
"Aaron Hall","file-exists","110"
"Serge Ballesta","unicode","110"
"Ricky","unicode","110"
"Paul","unix","110"
"Mark Amery","url","110"
"Tim Pietzcker","utf-8","110"
"cs95","vectorization","110"
"Bill Lynch","vector","110"
"David Heffernan","vba","110"
"Kevin","variables","110"
"Erik Allik","global-variables","110"
"cmsjr","dynamic-sql","110"
"Triptych","web-standards","110"
"ghostdog74","email","110"
"Jonathan Leffler","encryption","110"
"Brian","dom","110"
"Thomas","dnx","110"
"dan04","wchar-t","110"
"Acorn","web-scraping","110"
"Aaron Digulla","groovy","110"
"Lie Ryan","c","110"
"Chris","button","110"
"Brian","casting","110"
"David Z","hash","110"
"arshajii","hashmap","110"
"Dave Webb","heap-memory","110"
"Konrad Rudolph","heap","110"
"Peter","heap","110"
"sberry","http","110"
"Ricky","html-entities","110"
"unmounted","gis","110"
"Andrew Hare","gettype","110"
"Rakesh","json","110"
"Jörg W Mittag","ruby-1.9","110"
"Thomas","rubygems","110"
"Thomas","scala","110"
"Chinmay Kanchi","scatter-plot","110"
"ars","scipy","110"
"Jianxun Li","scikit-learn","110"
"Eric Leschinski","rabbitmq","110"
"Laurence Gonsalves","sed","110"
"alecxe","mocking","110"
"davidism","string","110"
"Chris","stdout","110"
"Eric","stdstring","110"
"wkl","stl","110"
"Robᵩ","c-strings","110"
"FogleBird","ctypes","110"
"Martin Geisler","math","110"
"Daniel","math","110"
"Willem Van Onsem","swap","110"
"pyfunc","svn","110"
"Ricky","symbols","110"
"Daniel","switch-statement","110"
"lejlot","logistic-regression","110"
"jezrael","timestamp","110"
"David Heffernan","tlist","110"
"codelogic","macos","110"
"mipadi","macports","110"
"Burhan Khalid","macports","110"
"Alex","keyboard-shortcuts","110"
"David Heffernan","input","110"
"Noufal Ibrahim","ubuntu","110"
"Alexander","type-inference","110"
"paxdiablo","ieee-754","110"
"Triptych","idioms","110"
"DSM","if-statement","110"
"tom10","image","110"
"Bakuriu","import","110"
"Brian","static-members","110"
"ImportanceOfBeingErnest","axes","110"
"Konrad Rudolph","benchmarking","110"
"Jonathan Leffler","return-type","110"
"CoryKramer","regex","110"
"codaddict","recursion","110"
"Laurence Gonsalves","recursion","110"
"Stefan Pochmann","python-2.7","110"
"mhlester","python-2.7","110"
"John Kugelman","python-2.7","110"
"Moe","python-2.x","110"
"Keith","python-3.2","110"
"thefourtheye","apply","110"
"Tom","appledoc","110"
"James","architecture","110"
"Ryan","properties","110"
"Ignacio Vazquez-Abrams","set","110"
"mu 無","dictionary","110"
"DSM","count","110"
"Mike McKerns","coroutine","110"
"John Machin","character-encoding","110"
"Peter Gibson","character-encoding","110"
"phihag","cidr","110"
"Alex","checksum","110"
"Torsten Marek","class","110"
"Steve Jessop","windows","109"
"Jon Skeet","consumer","109"
"interjay","contains","109"
"Steve Jessop","coding-style","109"
"Marius","cocoa","109"
"Jeff","vue-router","109"
"Nick","collections","109"
"John Millikin","eol","109"
"Mark Byers","equality","109"
"RemcoGerlich","function","109"
"NPE","g++","109"
"Antony Hatchkins","django","109"
"Mike DeSimone","django-admin","109"
"Eric","project","109"
"Jon Skeet","producer","109"
"Blair Conrad","process","109"
"Rakesh","merge","109"
"orip","merge","109"
"Tom","methods","109"
"Ryan","methods","109"
"Jörg W Mittag","interface","109"
"RomanPerekhrest","multidimensional-array","109"
"Andy","mybatis","109"
"Alex Martelli","mutable","109"
"John Feminella","mysql","109"
"Brian R. Bondy","multithreading","109"
"Omnifarious","multithreading","109"
"Vivek Kumar","pandas","109"
"NPE","compilation","109"
"jfs","python-asyncio","109"
"e4c5","android","109"
"Andrew","d3.js","109"
"SingleNegationElimination","database","109"
"cmsjr","database-cursor","109"
"Jianxun Li","numpy","109"
"Konrad Rudolph","delegates","109"
"Marius","css","109"
"jonrsharpe","datetime","109"
"Jochen Ritzel","slice","109"
"CesarB","performance","109"
"Daniel Pryden","php","109"
"phihag","argparse","109"
"Chris ","shiny","109"
"Marcin","shell","109"
"Salvador Dali","shell","109"
"David Wolever","shell","109"
"Paolo Moretti","signalr-hub","109"
"user2357112","itertools","109"
"ozgur","java","109"
"Peter","boost","109"
"James","boost-python","109"
"Alok Singhal","tabs","109"
"dawg","list-comprehension","109"
"Ismail Badawi","llvm","109"
"poke","node.js","109"
"kennytm","object","109"
"Daniel","octave","109"
"Ben James","oop","109"
"James","onclick","109"
"Patrick","sql-server-2005","109"
"Dan D.","sqlite","109"
"Jack M.","nginx","109"
"marcog","split","109"
"Fred Foo","operating-system","109"
"Blender","opencv","109"
"Nick","override","109"
"Kevin","pandas","109"
"Matt Joiner","django-piston","109"
"Soviut","ajax","109"
"poke","xunit.net","109"
"Wen-Ben","dplyr","109"
"Marius","dplyr","109"
"dbr","sorting","109"
"Dietrich Epp","sockets","109"
"Serge Ballesta","sockets","109"
"David Cournapeau","plot","109"
"Alex","playframework","109"
"Nick","pipe","109"
"deceze","pip","109"
"user4815162342","patch","109"
"Paul","google-chrome","109"
"unwind","goto","109"
"Jon Skeet","linear","109"
"Ned Batchelder","linux","109"
"Phillip Cloud","list","109"
"RafaelC","list","109"
"Rafał Dowgird","list","109"
"Ciro Santilli 新疆改造中心996ICU六四事件","textarea","109"
"Chris Morgan","traits","109"
"mgilson","generator","109"
"wim","generator","109"
"Mark Ransom","gcc","109"
"Daniel DiPaolo","algorithm","109"
"vartec","algorithm","109"
"David Robinson","virtualenvwrapper","109"
"Jerub","fish","109"
"Oli","find","109"
"Paolo Bergantino","find","109"
"Jeremy","find","109"
"Alex","events","109"
"Andy","excel","109"
"Tom","events","109"
"Colonel Panic","exchange-server","109"
"Tendayi Mawushe","file","109"
"Srikar Appalaraju","file-read","109"
"interjay","unique","109"
"Daniel","uiviewcontroller","109"
"Frédéric Hamidi","uppercase","109"
"Martijn Pieters","unix","109"
"larsks","unix","109"
"Dominic Rodger","unit-testing","109"
"ghostdog74","variables","109"
"John Feminella","vb.net","109"
"Niklas B.","dynamic-programming","109"
"Brian","editor","109"
"Vinko Vrsalovic","webserver","109"
"Ignacio Vazquez-Abrams","while-loop","109"
"user4815162342","whitespace","109"
"Jonathan Leffler","encoding","109"
"Jochen Ritzel","dns","109"
"Paolo Bergantino","dom","109"
"Peter","wcf","109"
"Keith","webforms","109"
"Tim Pietzcker","grep","109"
"doug","graph-theory","109"
"Keith","c","109"
"chepner","built-in","109"
"Mark Byers","c#-3.0","109"
"Jeff","callback","109"
"Daniel Roseman","caching","109"
"Stefan","wpf","109"
"poke","hash","109"
"Tim Pietzcker","http","109"
"Lakshman Prasad","git","109"
"Craig McQueen","git","109"
"user4815162342","git-patch","109"
"Sasha Chedygov","json","109"
"defuz","json","109"
"John La Rooy","ruby-on-rails","109"
"Stefan Pochmann","ruby","109"
"nneonneo","ruby","109"
"EdChum","scikit-learn","109"
"behzad.nouri","scipy","109"
"ogrisel","scikits","109"
"jabaldonedo","scipy","109"
"Chris","scale","109"
"Anony-Mousse","random","109"
"bobince","random","109"
"Vinko Vrsalovic","quotes","109"
"Hai Vu","sed","109"
"Ignacio Vazquez-Abrams","security","109"
"Georg Schölly","scripting","109"
"Rob Wouters","mocking","109"
"Bill Lynch","std","109"
"Jan-Philip Gehrcke","string","109"
"Austin","string","109"
"Alok Singhal","string","109"
"Eric Leschinski","stored-procedures","109"
"Chris","csv","109"
"Adam Rosenfield","c-strings","109"
"moooeeeep","matlab","109"
"Andrew","matlab","109"
"Brian","maven","109"
"Duncan","syntax","109"
"unutbu","loops","109"
"tzot","tkinter","109"
"Jeff","time-series","109"
"Mark Ransom","timezone","109"
"chepner","time-complexity","109"
"Eric","knitr","109"
"Omnifarious","inheritance","109"
"Jon Skeet","icalendar","109"
"Peter Gibson","httpserver","109"
